"question_id","question","answer","comment","source","packet","image","author"
"825","შესაძლებელია ბევრმა თქვენთაგანმა არ იცის რა არის პორფირია. ეს არის ძალზედ იშვიათი დაავადება, რომელიც გამოწვეულია გენური პათოლოგიით. ამ სენით დაავადებულ ადამიანებს ახასიათებთ კანის გაფერმკრთალება და დანაოჭება. გარკვეული პერიოდის შემდეგ იწყება დაჩირქება და ზედაპირი იფარება წყლულებით. მყესების დეფორმირების შედეგად თითები იბრიცება. აგრეთვე დეფორმაციას განიცდის ცხვირი და ყურები. დაასახელეთ XV საუკუნეში მოღვაწე ისტორიული პირი, რომელიც მეცნიერთა აზრით ზუსტად ამ სენით იყო დაავადებული.","ვლად ცეპეში (დრაკულა)","ვარაუდობენ, რომ ზუსტად ეს დაავადება იყო მიზეზი იმ მისტიციზმისა, რომელიც მიეწერება ცნობილ გრაფს. აღსანიშნავია, რომ პორფირიით დაავადებული ხალხი განიცდის აუტანელ ტკივილს მზის სინათლეზე.","http://www.vokrugsveta.ru/quiz/189","თბილისის 37-ე ჩემპიონატი - I ტური - სუპერ ლიგა","0",""
"826","ევროპაში მდებარე ერთი ნახევრადდანგრეული ნაგებობიდან დიდი რაოდენობით გაჰქონდათ ქვები საშენ მასალად. ამ ვანდალიზმის აღკვეთა რომის პაპმა ბენედიქტ XIV მხოლოდ მე–18 საუკუნეში მოახერხა. მან გამოსცა ბრძანება, რომლითაც აღიარებდა ამ ადგილს წმინდად, რადგან აქ უამრავი ქრისტიანი აღესრულა მოწამეობრივი სიკვდილით. კითხვა: დაასახელეთ ეს ნაგებობა!","კოლიზეუმი","ნახევრად დანგრეული კოლიზეუმიდან სხვადასხვა მშენებლობებისთვის მთელი შუა საუკუნეების განმავლობაში გაჰქონდათ საშენი მასალა. გამომდინარე იქიდან, რომ რომის იმპერიის დროს აქ უამრავი ქრისტიანი დახოცეს, რომის პაპმა ბენედიქტ XIV კოლიზეუმი წმინდა ადგილად გამოაცხადა და იქიდან ნებისმიერი საშენი მასალის გადატანა აკრძალა.","50 знаменитых городов мира; авторы: В.Скляренко, Я.Батий, Т.Иовлева, О.Исаенко. Харков 2005г. სტატიის სათაური - „რომი“","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"827","1859 წელს, როდესაც ბრიტანეთის პარლამენტში 16 ტონიანი ნივთი მიიტანეს, ლორდმა ბენჯამინ ჰოლმა შესანიშნავი სიტყვა წარმოსთქვა ამასთან დაკავშირებით. შედეგად, იუმორისტულ მოტივებზე დაყრდნობით, პარლამენტში გადაწყვიტეს, რომ ამ ლორდის მეტსახელი ზედგამოჭრილი იქნებოდა ამ 16 ტონიანი ნივთისთვის. მაშ რა საგანი, რა ნივთი მიიტანეს პარლამენტში?","ზარი","ბიგ ბენი ზარს ჰქვია და არა საათს, როგორც ეს უმრავლესობას ჰგონია.","Столицы Мира. Е.О.Чекулаева. Москва 2004. სტატიის სათაური - „ლონდონი“","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"828","იმისათვის, რომ ტროას ომში არ წასულიყო, ოდისევსმა სიგიჟე მოიგონა. დაიწყო მიწის ხვნა და ხნულებში მარილის თესვა. ტყუილში იგი ევბეის მეფე პალამედემ ამხილა. მან ნაპირიდან მე-10 ხნულში მისი შვილი, ტელემაქე ჩააწვინა და ამით მან არამარტო ოდისევსის ტყუილი გამოააშკარავა, არამედ იწინასწარმეტყველა... რა იწინასწარმეტყველა ევბეის მეფე პალამედემ?","ტროას ომის ხანგრძლივობა","ტროას ომი 10 წლის განმავლობაში მიმდინარეობდა.","","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"829","2006 წელს გაზეთ „აჭარა“–ში გამოქვეყნდა ტესტი, რომელიც მაგალითისათვის შეიცავდა შემდეგ კითხვებს:— გიყვარდათ თუ არა ბავშვობაში თანატოლთათვის ფეხის დადება?— მიგაჩნიათ თუ არა, რომ არ არსებობს გადაუჭრელი პრობლემა, მაგრამ არსებობს არასაკმარისი თანხა?— გიყვართ ზღაპრების მოყოლა?— შეგიძლაით თუ არა დიდხანს, გამართულად და გაუგებრად საუბარი?კითხვა: დამისახელეთ ამ ტესტის სათაური! (აზრობრივად)","„შეგიძლაით თუ არა, გახდეთ პოლიტიკოსი?“","","გაზეთი „აჭარა“","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"830","მიუხედავად იმისა, რომ მისი სახელი ცუდ განწყობასთან ასოცირდება, ამ 156 მ სიგრძის ნაგებობას ხალხი საკუთარი სურვილების აღსრულებასთან აკავშირებს და ერთობ გამორჩეული ფორმით ითხოვენ მისგან წადილის შესრულებას. აზიის რომელ ქალაქშია განლაგებული ეს ნაგებობა?","იერუსალიმი","ნათქვამია, გოდების კედელს რომ მასში ჩარჭობილი სურვილები გამოაძრო ის დაიშლებაო. ხალხი ფურცლებზე დაწერილ თავის სურვილების გოდების კედელში არჭობს და ამით სურს წადილის ახდენა.","Столицы Мира. Е.О.Чекулаева. Москва 2004. სტატიის სათაური - ”თელავივი და იერუსალიმი”","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"831","ძველად არსებობდა მეომართა კატეგორია, რომელიც მათი იარაღის მიხედვით სლინგერებად იწოდება. ქართველ მეომრებს იგივე იარაღის ეფექტურად გამოყენებისათვის საგანგებო აბგა-ჯიბეები ჰქონდათ, რომელთაც ტავარჯუხები ეწოდებოდათ. რის გადატანას აადვილებდნენ ტავარჯუხები მეომართათვის?","(შურდულის) ქვების","სლინგერი ნიშნავს შურდულის მტყორცნს, SLING - შურდულს. შესაბამისად ქართველებს შურდულის ქვების გადასაზიდად აბგა-ჯიბეები ჯქონდათ, რომელსაც ტავარჯუხები ეწოდებოდა.","http://en.wikipedia.org/wiki/Sling_(weapon)","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"832","არგეტინაში გამგზავრებული სებასტიან კაბოტის ექსპედიცია პარაგვაის მიმარტულებით მიიწევდა კონტინენტის სიღრმეში. გზად შემხვედრმა ინდიელებმა ექსპედიციის წევრებს ლითონისგან დამზადებული სამკაულები აჩუქეს. ამ სამკაულების მიხედვით კაბოტმა სახელი მისცა მათ მიერ განვლილ საწყლოსნო გზას. რა უწოდა სებასტიან კაბოტის ექსპედიციამ განვლილ საწყლოსნო გზას?","(რიო დე) ლა–პლატა","ვერცხლის მდინარე. ინდიელების მიერ მიცემული ვერცხლის სამკაულებისა და სხვადასხვა ნივთების გამო ექსპედიტორებმა მდინარეს სწორედ ვერცხლის უწოდეს.","","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"833","მას 9-ჯერ უთხრეს „აღარასოდეს“, ბოლოს კი თვითონაც ასე ამთავრებს. უსაზღვროა კაცის ფანტაზია, მითუმეტეს თუ კოკაინის ზემოქმედებისას ეწევი შემოქმედებით საქმიანობას. თქვენი ამოცანაა მიხვდეთ თუ ვის უთხრა ათენას ბიუსტზე შემომჯდარმა შავმა არსებამ 9-ჯერ სიტყვა – „აღარასოდეს“...","ედგარ ალან პოს","არსება რომელიც დეტექტივისტის ფანტაზიით მას პასუხად ”აღარასოდესს” ეუბნებოდა ყორანი იყო. ნაწარმოები, რომელიც მან კოკაინის ზემოქმედების ქვეშ შექმნა.","","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"834","ამის რამდენიმე სახეობა არსებობს: კოპტური, იერუსალიმური, ბერძნული, ლათინური და სხვ. არის კიდევ ორი წმინდანი, რომელთა სახელებთანაც დაკავშირებულია ამის კიდევ 2 სახეობა. ერთი ქართველთათვის კარგად ცნობილია, მეორე კი ცნობილია უფრო იმათთვის, ვინც დაინტერესებულია ვექსილოლოგიით. დაასახელეთ ეს ორი წმინდანი!","წმინდა ნინოს და წმინდა ანდრიას ჯვრები","საუბარი იყო ზოგადად ჯვრის სახეებზე, რომლებიც ყველაზე გამორჩეულები და განსხვავებულები არიან ფორმებით და მოყვანილობით. წმინდა ნინოს ჯვრის ფორმა, რომ უნიკალურია ვიცით, წმინდა ანდრიას ჯვარი კი ცნობილი უნდა იყოს ყველასთვის ვინც დაინტერესებულია დროშების შესწავლით რადგან ეს ირიბი ჯვარი გამოსახულია, როგორც შოტლანდიის დროშაზე, ასევე დიდი ბრიტანეთის დროშაზეც Union Jack-ზე. ასევე წარმოადგენს რუსეთის საზღვაო ფლოტის დროშის მთავარ შემადგენელ ატრიბუტსაც.","მითოლოგია. ავტორ-შემდგენლები: ზურაბ კიკნაძე; ნანა ტონია. ლოგოს პრესი 2004წ. სტატიის სათაური - ”ჯვარი”","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"835","ერთხელ ზევსმა იხმო ხელოვანი ჰეფესტო და ღვთაებრივი სილამაზის ქალის შექმნა უბრძანა. ათენამ ამ ქალს უზადო ხელსაქმე ასწავლა, აფროდიტემ მაცდურობა და მომხიბვლელობა მიანიჭა, ჰერმესისგან მან მზაკვრული ხასიათი და დარწმუნების ძალა მიიღო. შემოსეს იგი ზღაპრული ოქროცურვილით, შეამკეს ყვავილებით და ყველასგან დასაჩუქრებული უწოდეს. სინამდვილეში ის ზევსის შურისძიების იარაღი უნდა ყოფილიყო. კითხვა: როგორ ჟღერს ბერძნულად „ყველასგან დასაჩუქრებული“? (ერთი სიტყვა)","პანდორა","ამ ქალს როგორც ყველამ ვიცით მიეცა ასევე ყუთი, რომელიც ცნობისმოყვარეობით იქნა გახსნილი, რის შედეგადაც უამრავი ავადმყოფობა და უბედურება მოედო სამყაროს.","http://en.wikipedia.org/wiki/Pandora","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"836","ამერიკულმა (აშშ) მედია კონგლომერატმა Clear Channel Communications 2001 წლის 11 სექტემბრის შემდეგ გარკვეული პერიოდის განმავლობაში თავისი ეთერებიდან ამოიღო ლუი არმსტრონგის ერთი სიმღერა. რომელი?","„What a Wonderful World“","ტექსტის განსაკუთრებითი იდილიურობისა გამო","http://en.wikipedia.org/wiki/2001_Clear_Channel_memorandum","საქართველოს მე-6 ჩემპიონატი - ფინალური თამაში","0",""
"837","ავსტრალიური მითი მოგვითხრობს. თავიდან ცა და მიწა ისე ახლოს იყო ერთმანეთთან, რომ ხეები ვერ იზრდებოდნენ და ადამიანებიც მიწაზე გართხმულნი დახოხავდნენ. გამოჩნდა ერთი ბრძენკაცი, მან კვერთხი, რომელიც ხელთ ეპყრა ცას შეუდგა და ცა მაღა აისროლა. ადამიანებიც წამოდგნენ და ხეებმაც იწყეს ზრდა. მაგრამ კვერთხმა ცის სიმძიმეს ვეღარ გაუძლო და ფორმა იცვალა, ასე გაჩნდა პირველი... რა?","ბუმერანგი","*ხე (კვერთხი) გაიღუნა და მიიღო ბუმერანგის ფორმა. ეს ნივთი ავსტრალიური წარმოშობისაა და საუკუნეთა განმავლობაში აბორიგენთა მთავარ იარაღს წარმოადგენდა.","Сказки Народов Мира. Москва. 1987. სტატიის სათაური - ”როგორ გაუჩნდათ ავსტრალიელებს ბუმერანგი”","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"838","იერუსალიმში, სიონის მთის სამხრეთ ფერდობზე მდებარეობს ეკლესია, რომელსაც ეწოდება გალიკანტე. ეს ეკლესია წმინდა პეტრეს სახელობისაა. ლეგენდა გადმოგვცემს, რომ ეკლესია სწორედ იმ ადგილზეა აშენებული, სადაც პეტრეს შემოესმა… რა შემოესმა (ორი სიტყვა)?","მამლის ყივილი, მას შემდეგ რაც სამჯერ უარყო ქრისტე","გალიკანტე სიტყვა სიტყვით ითარგმნება, როგორც მამლის ყივილი.","Столицы Мира. Е.О.Чекулаева. Москва 2004. სტატიის სათაური - ”თელავივი და იერუსალიმი”","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"839","არგენტინის დედაქალაქის რთულად წარმოსათქმელი გრძელი სახელი შემდეგნარიად ითარგმნება, ქალაქი წმინდა სამების და პორტი ღვთისმშობლის წმინდა ქალწული მარიამის, რომელიც მფარველობს ”ბუენოს აირესს”. კითხვა: რის მფარველად გამოაცხადეს ღვთისმშობელი ექსპედიციის წევრებმა, თუკი დავამატებთ, რომ პირდაპირი მნიშვნელობით ბუენოს აირესი კარგ ჰაერს ნიშნავს!","ზურგქარის (უბრალოდ ქარიც ითვლება)","ექსპედიციის წევრებმა, რომლებიც რა თქმა უნდა არგენტინაში გემით ჩავიდნენ და იქიდანაც გემით აპირებდნენ ესპანეთში დაბრუნებას, ღვთისმშობელი ზურგის ქარის მფარველად გამოაცხადეს.","Столицы Мира. Е.О.Чекулаева. Москва 2004. სტატიის სათაური - ”ბუენოს-აირესი”","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"840","კოლიზეუმში მაყურებელთათვის ადგილები მათი სოციალური მდგომარეობის მიხედვით განისაზღვრებოდა. მდაბიო ფენისთვის განკუთვნილ ლოჟებს „რუმა“ ეწოდებოდა, საშუალო ფენის მოქალაქეთათვის განკუთვნილ ადგილს - „ცივის“. იყო ცალკე ადგილი იმპერატორისა და ნობილიტეტის სხვა წევრებისთვისაც. დღეს აქ მოსახვედრად არ არის საჭირო კეთილშობილობა, არამედ სხვა, თუნდაც იმ ფიზიკური პარამეტრების ქონა, რომელთა ნამრავლიც 486 000-ია. მაშ, რა ეწოდებოდა ზემოხსენებულ ლოჟას?","პოდიუმი","90x60x90-ს თუ გამრავლებად წარმოვიდგენთ, მათი ნამრავლი 486 000–ია. პოდიუმი კი ის ადგილია, რასთანაც ასეთი მონაცემები პირდაპირ ასოცირდება.","50 знаменитых городов мира; авторы: В.Скляренко, Я.Батий, Т.Иовлева, О.Исаенко. Харков 2005г. სტატიის სათაური - ”რომი”","თბილისის 37-ე ჩემპიონატი - I ტური - I ლიგა","0",""
"841","1700 წელს კურტილენ დე სანდრამ გამოაქვეყნა ამ ცნობილი პიროვნების “მემუარები” (ანუ ფსევდო–მემუარები). სინამდვილეში ეს პიროვნება დაიღუპა 1678 წელს, მაასტრიხტის შტურმისას. სიკვდილამდე რამდენიმე წუთით ადრე კი შეიტყო, რომ მას მარშლის წოდება მიანიჭეს. 1931 წელს საფრანგეთის ქ. ოშში ამ პიროვნების ლიტერატურულ ორეულს ძეგლი დაუდგეს. კითხვა: რა გვარი იყო ეს პიროვნება?","დარტანიანი","","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"842","კვების ამ პროდუქტს იოჰან სებასტიან ბახმა კანტატა მიუძღვნა, პეტრე ჩაიკოვსკიმ – ცეკვა, რომლის მელოდიაც ყოველი ჩვენგანისთვის ბავშვობიდან ნაცნობია. ცნობილი ანეგდოტის მიხედვით კი, ერთ სახრეთულ ქალაქში ამ პროდუქტის შადრევანმაც კი ამოხეთქა. კითხვა: დაასახელეთ სახელმწიფო, რომელიც ამ პროდუქტის ყველაზე დიდი ექსპორტიორია მსოფლიოში!","ბრაზილია (პროდუქტი - ყავა)","ბახი – “ყავის კანტატა”, ჩაიკოვსკი - “მაკნატუნა”, ყავის ცეკვა (მელოდია – ქართული იავნანა).","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"843","1865 წელს, ლონდონში გარდაიცვალა ცნობილი სამხედრო ქირურგი ჯეიმს ბერი. იგი იყო არმიის გენერალური სამედიცინო ინსპექტორი, სანიტარიისა და ჰიგიენის თავგამოდებული დამცველი და საველე ჰოსპიტლებში ჰიგიენის ნორმების ერთ-ერთი პირველი დამნერგავი. მას ჰქონდა მძიმე ხასიათის, და აქედან გამომდინარე, იყო ცნობილი დუელიანტი და ჩხუბისთავი. მისი გარდაცვალების შემდეგ ლონდონის მაღალ საზოგადოებაში გრანდიოზული სკანდალი აგორდა, თუმცა თავდაცვის სამინისტრომ მოახერხა ამ ამბის მიჩუმათება. კითხვა: რითი განსხვავდებოდა ჯეიმს ბერის თავისი სამხედრო კოლეგებისაგან?","სინამდვილეში ის ქალი იყო მარგარეთ ენნ ბალკლი","სინამდვილეში ჯეიმს ბერი იყო ქალი და ამის შესახებ მხოლოდ მისი გარდაცვალების შემდეგ გახდა ცნობილი. იმ დროის ბრიტანეთში კი ქალი-ექიმი და თანაც, სამხედრო ქირურგი, გაუგონარი მოვლენა გახლდათ.","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"844","ეს შედევრი შეიქმნა ანტვერპენში მდებარე ჩამომსხმელი ქარხნის დაზგების ხმაურის ზეგავლენით. პრემიერა შედგა 1928 წლის 20 ნოემბერს, პარიზის გრანდ-ოპერაში და სოლო პარტია იცეკვა რუსმა ბალერინამ, იდა რუბინშტეინმა. თუმცა, კითხვის ავტორის აზრით, ყველაზე ორიგინალურად ეს პიესა შესრულდა 1998 წელს ღია ცის ქვეშ, ათეულობით ათასი მაყურებლის თანდასწრებით. კითხვა: რა ეწოდება ადგილს, სადაც ასე ორიგინალურად შესრულდა ეს პიესა 1998 წელს?","“სტად დე ფრანსი”, სენ–დენი","1998 წელს საფრანგეთში მსოფლიო საფეხბურთო ჩემპიონატის დახურვის ცერემონიალზე შესრულდა მორის რაველის “ბოლერო” რკინის კასრებზე ჯოხების ბრახუნით.","მორის რაველი, “ბოლეროს შექმნის ისტორია”.","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"845","ცნობილი ყაზახი მწერალი დუკენბაი დოსჟანოვი წერდა, რომ ეს მონღოლისთვის უპირველესი და უსაშინლესი მტერია, ეს – განსაცდელის მომასწავებელი, ღვთის სასჯელი და უბედურების დასაწყისია. კითხვა: რა ჰქონდა მხედველობაში ყაზახ მწერალს, თუკი ეს არც თქვენთვის იქნება სიკეთისა და, ამ შემთხვევაში, ქულის მომტანი. ამიტომ ერიდეთ ამას წუთის განმავლობაში!","სიჩუმე, დუმილი","მოგეხსენებათ, მონღოლები ერთობ ხმაურიანი ხალხია, ხოლო სიჩუმე განსჯის წუთის, ან მით უმეტეს პასუხის დროს გუნდს კარგს არაფერს მოუტანს","Дукенбай Досжанов, «Шелковый путь», роман, рассказы; «Известия», Москва, 1983, стр.315","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"846","ეს ძალიან ცნობილი პერსონაჟი ზაფხულის მეორე თვის ბოლო დღეს დაიბადა. 1 წლის ასაკში მშობლები დაეღუპა და თავისი დაობლების წყალობით გახდა ყველაზე სახელგანთქმული პიროვნება მის მსგავს ადამიანებს შორის. 11 წელი რომ შეუსრულდა, მისი სახელი უკვე მილიონებისთვის გახდა ცნობილი. დაასახელეთ ამ პერსონაჟის მეორე სახელი, რომელიც მას მშობლებმა დაარქვეს!","ჯეიმსი (ჰარი ჯეიმს პოტერი).","","Дж. К. Ролинг,  «Гарри Поттер и Орден Феникса», изд. РОСМЕН, Москва,  2004 г., стр.135.","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"847","დასრულეთ ქართული ანდაზა: „ხბო უნდა თებერვალისა, ციკან-კრავი მარტისა, თუ რომ სადმე გაიზრდება, ტახი კი...“. რომელი თვის?","იანვარისა","ანდაზა გვასწავლის, რომ ყველაფერს თავისი დრო აქვს. ღორებს კი, მოგეხსენებათ, იანვარში დაკლავენ ხოლმე.","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"848","ეს ცნობილი ფილმი 1974 წელს გადაიღო დინო რიზიმ იტალიელი მწერლის ჯოვანი არპინოს გახმაურებული რომანის მიხედვით. ამ როლისათვის ვიტორიო გასმანმა მიიღო უმაღლესი ჯილდოები იტალიასა და საფრანგეთში. ამ ფილმის რიმეიქი 1992 წელს გადაიღო მარტინ ბრესტმა, ხოლო მთავარი როლის შემსრულებელმა მსახიობმა ნანატრი “ოსკარი” მიიღო, არადა “ოსკარს” მას ჯერ კიდევ 1974 წელს უწინასწარმეტყველებდნენ. კითხვა: დაასახელეთ ეს “ოსკაროსანი” მსახიობი!","ალ პაჩინო","“ნათლია, ნაწილი 2” გადაღებულია 1974 წ., სადაც ალ პაჩინომ მაიკლ კორლეონეს როლი შეასრულა. “Scent of a Woman” – 1992, “Profumo di donna” – 1974.","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"849","ციტატა რომანიდან: “მას არ შეუძლია ადამიანს ავნოს რამე, ან უმოქმედოდ იყოს, როცა ადამიანის სიცოცხლე საფრთხეშია; იგი უნდა დამორჩილდეს ადამიანის ბრძანებას, გარდა იმ შემთხვევისა, როცა ეს ბრძანება ეწინააღმდეგება პირველ კანონს; მან უნდა იზრუნოს საკუთარი უშიშროებისათვის, როდესაც ეს არ ეწინააღმდეგება პირველ და მეორე კანონებს”. კითხვა: დაასახელეთ ამერიკელი მსახიობი, რომელმაც მთავარი როლი შეასრულა ამ რომანის მიხედვით გადაღებულ მხატვრულ ფილმში!","უილ სმიტი","","აიზეკ აზიმოვი “მე, რობოტი”, თბილისი, “ნაკადული”, 1988წ","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"850","ამ ნოვაციის (გამოგონების) ავტორი არის ბრიტანელი სკოლის მასწავლებელი როულენდ ჰილი. დიდ ბრიტანეთში ამ ნოვაციის პირველი ეგზემპლარი გამოჩნდა 1840 წლის 6 მაისს, ხოლო როულენდ ჰილს სერის წოდება მიენიჭა და ლორდთა პალატის წევრი გახდა. ამის პირველი ქართული ეგზემპლიარი დამზადდა თბილისში 1857 წელს და 6 კაპიკი ღირდა. კითხვა: რის შესახებაა საუბარი?","საფოსტო მარკა","","პ. ნაცვლიშვილი, “ქაღალდის წერო-6”, თბილისი, “საბჭოთა საქართველო”, 1986, გვ.188","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"851","ერთ–ერთი ვერსიით, ლათინურიდან ეს სიტყვა ითარგმნება, როგორც: „გასაღებით ჩაკეტილნი, ჩარაზულნი”. საქმე იმაშია, რომ ჩაკეტილ კარს მიღმა თავყრილობის ჩატარების ტრადიცია შუა საუკუნეებიდან მოდის და მოთათბირეთა რაოდენობა და ასაკი მკაცრად განსაზღვრულია. ეს თავყრილობა იმართება ერთი გენიალური ხელოვანის მიერ მოხატულ მომცრო დარბაზში. თავყრილობის საბოლოო გადაწყვეტილებას მოუთმენლად ელის დედამიწის მილიონობით მცხოვრები. კითხვა: რომელ წელს ჩატარდა უკანასკნელი ამგვარი თავყრილობა?","2005 წელს (კონკლავი)","რომი პაპი ბენედიქტე XVI, კრება - კონ-კლავე (под ключ);","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"852","1961 წელს ისრაელის ქ. კესარიაში, იტალიელმა არქეოლოგმა ანტონიო ფროვამ, სასახლის ნანგრევების გათხრებისას იპოვა კირქვის ნატეხი. ამ ნატეხზე ამოტვიფრული იყო სიტყვები: “იუდეის მეხუთე ........ (სიტყვა გამოტოვებულია), მხედარი პონტიუს პილატუსი”. სიტყვა, რომელიც კითხვის ავტორმა გამოტოვა, ფართოდ გამოყენებოდა საქართველოში 90–იან  წლებში. იოსებ ფლავიუსმა და ტაციტუსმა კი დაუშვეს შეცდომა როდესაც მოიხსენიეს პილატე სხვა სიტყვით. იგივე შეცდომა გაიმეორა მიხეილ ბულგაკოვმაც. კითხვა: დაასახელეთ ორივე სიტყვა (ის, რომელიც ეწერა ნაპოვნ კირქვაზე და ის, რომელიც გამოიყენა ბულგაკოვმა) თუ ისინი ერთიდაიმავე ასოზე იწყება!","პროკურატორი (ბულგაკოვი) და პრეფექტი (ეწერა ტაბულაზე)","“იუდეის მეხუთე პრეფექტი, მხედარი პონტი პილატე” (ბულგაკოვი: “იუდეის მეხუთე პროკურატორი, მხედარი პონტი პილატე”).","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"853","პირველი იყო ელიზაბეტ ჰედლი რიჩარდსონი, მეორე – პოლინა პფაიფერი, მესამე – მარტა გელჰორნი და მეოთხე – მერი უოლში. არადა, წესით პირველი 1918 წელს უნდა გამხდარიყო აგნეს ფონ კუროვსკი, მაგრამ ამ უკანასკნელმა უარი განაცხადა. მაშ, რაზე თქვა უარი თავის დროზე აგნეს ფონ კუროვსკიმ?","ერნესტ ჰემინგუეის ცოლობაზე","პირველი ოთხი ქალი ჰემინგუეის ოფიციალური ცოლები იყვნენ, აგნეს ფონ კუროვსკიმ კი უარი უთხრა წინადადებაზე.","","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
"854","პრუსიის მეფე ფრიდრიხ დიდი 1756 წელს ხუმრობდა, რომ “მისი პერიოდის ევროპას სამი უდიდესი მეძავი ქალი განაგებდა”. კითხვა: დამისახელეთ სამივეს სახელი!","მარია ტერეზია (ავსტრია), მარკიზა პომპადური (საფრანგეთი) და ელიზავეტა პეტროვნა (რუსეთი)","იგი სამივეს ებრძოდა 7–წლიანი ომის დროს.","კ.გამსახურდია, “თხზულებათა ათტომეული”, ტომი 6, 1980 წ., გვ.11","თბილისის 37-ე ჩემპიონატი - II ტური - I ლიგა","0",""
